dbname,db_username,qrytext,num_queries,min_minutes,max_minutes,avg_minutes,total_minutes,total_compile_minutes,total_num_compile_segments,min_disk_spill_mb,max_disk_spill_mb,avg_disk_spill_mb,total_disk_spill_mb,max_query_id,last_run,num_days_executed,total_aborted,qry_label,avg_spectrum_object_used,avg_federated_object_used,user_table_involved,alert
prd_dw,data_admin,"create table prd_dw.stage.udm_visitors_delta_rows sortkey ( evaluation_date ) distkey ( user_id ) as with dates as (select dd.date_id, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_start, date_add('month', -1, date_trunc('month', q",2,239.43333,320.26666,279.84999,559.69999,0.00183,2,13855078,13865496,13860287,27720574,1861222,2025-03-06,2,0,default,0,0,,NL Dist
prd_dw,data_admin,"create table prd_dw.stage.udm_visitors_delta_rows sortkey ( evaluation_date ) distkey ( user_id ) as with dates as (select dd.date_id, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_start, date_add('month', -1, date_trunc('month', q",6,141.66666,215.26666,177.07777,1062.46664,0.00033,1,11226686,14258715,12243934,73463607,1724231,2025-03-04,6,0,default,0,0,,NL
prd_dw,data_admin,"create table prd_dw.fact.udm_project_cuts_v2_stage distkey ( user_id ) sortkey (evaluation_date) as select u.user_id , u.date_id evaluation_date, case when project_cuts_today > 0 then true else false end user_made_cut_today , (case when sum( project_cuts_today ) over (partition by u.user_id order by u.date_id asc ROWS BETWEEN 89 PRECEDING AND CURRENT ROW) >0 then true else false end ) user_made_cut_last_90, (case when sum( project_cuts_today ) over (partition by u.user_id order by u.date_id asc ",12,118.90000,240.85000,172.33888,2068.06664,0.00000,0,9468976,9590171,9551958,114623496,1865533,2025-03-06,8,0,default,0,0,,
prd_dw,data_admin,INSERT INTO prd_dw.analytics.firehose_v3_enriched_sampled_fast ( SELECT * FROM prd_dw.analytics.firehose_v3_enriched WHERE (user_id != 0 AND abs(fnv_hash(user_id)) % 100 < 8) OR (user_id = 0 AND abs(fnv_hash(event_id_hash)) % 100 < 8) and event_date_id between '2025-02-27'::date and '2025-03-05'::date ),1,449.46666,449.46666,449.46666,449.46666,0.62750,2,8469696,8469696,8469696,8469696,1784597,2025-03-05,1,1,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.fact.udm_registrations SELECT current_date dw_load_date, ud.user_id, NULL, NULL, ud.evaluation_date, first_value(first_machine_registration_date) ignore NULLS OVER (PARTITION BY ud.user_id ORDER BY ud.evaluation_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW ) first_machine_registration_date, first_value(first_machine_serial_number) ignore NULLS OVER (PARTITION BY ud.user_id ORDER BY ud.evaluation_date ASC ROWS BETWEEN UNBOUNDED PRECEDING AND CURRENT ROW) first_mach",8,111.46666,189.60000,135.76458,1086.11664,0.00000,0,6938821,7036547,6997270,55978163,1842867,2025-03-06,8,0,default,0,0,,Stats
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.udm_cuts_user_dates_populate_v2 distkey ( user_id ) sortkey (date_id) as select u.user_id, dd.date_id, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, min(date_id) over (partition by year_quarter_num ) QTD, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_",11,140.50000,241.36666,200.37726,2204.14996,0.00000,0,4434791,4477959,4457915,49037068,1855894,2025-03-06,8,0,default,0,0,,NL
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.udm_cuts_user_dates_populate_v2 distkey ( user_id ) sortkey (date_id) as select u.user_id, dd.date_id, date_id - (case when day_of_week > 1 then day_of_week - 2 else 6 end) as WTD, date_trunc('month', date_id)::date as MTD, min(date_id) over (partition by year_quarter_num ) QTD, min(date_id) over ( partition by year,quarter) quarter_start, max(date_id) over ( partition by year,quarter) quarter_end, date_add('month', -1, date_trunc('month', date_id))::date as prev_month_",1,214.16666,214.16666,214.16666,214.16666,0.00000,0,4451264,4451264,4451264,4451264,1540107,2025-02-27,1,0,default,0,0,,Dist
prd_dw,data_admin,"CREATE TABLE prd_dw.stage.stage_cut_session_images sortkey(date_id) AS SELECT DISTINCT user_id, Date(cut_session_start_date) AS date_id, mat_id, material_id, image_id, project_id, canvas_id, serial_number, client, device_id, tool_name tool_id, font_name, path_type, CASE WHEN path_type IN ('CRICUTFONT', 'SYSTEM_FONT', 'CRICUT_FONT') THEN 'FONT' ELSE 'IMAGE' END AS project_type, layer_output_type, cut_session_id project_cut_derived_session_id, cut_session_start_date project_cut_session_start_date,",7,141.43333,219.18333,178.31904,1248.23331,0.00000,0,3920601,3941718,3931051,27517362,1873518,2025-03-06,7,0,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.fact.cut_session_image ( user_id, date_id, mat_id, material_id, image_id, project_id, serial_number, client, device_id, tool_id, font_name, path_type, layer_output_type, project_cut_derived_session_id, project_cut_session_start_date, project_cut_session_end_date ) SELECT DISTINCT user_id, Date(cut_session_start_date) AS date_id, mat_id, material_id, image_id, project_id, serial_number, client, device_id, tool_name tool_id, font_name, path_type, layer_output_type, cut_session_i",10,117.71666,202.31666,152.99832,1529.98328,0.10133,1,3706696,3732694,3721594,37215949,1845837,2025-03-06,8,0,default,0,0,,
prd_dw,data_admin,"INSERT INTO prd_dw.stage.tbl_transform_project_fix_is_deleted ( dw_load_date , project_id , canvas_id , canvas_uuid , user_id , project_name , description , source_project_id , source_project_canvas_id , source_project_canvas_uuid , parent_project_id , parent_project_canvas_id , parent_project_canvas_uuid , type , created_date , modified_date , released_on , reviewed_on , published_on , is_deleted , deletion_type , is_excluded_from_search , is_published , is_promoted , additional_resources , cat",1,213.25000,213.25000,213.25000,213.25000,0.63366,5,2165454,2165454,2165454,2165454,1536298,2025-02-27,1,0,default,0,0,,
